a cappella,avb/adj,singing
rhotic,adj,arfully
rhoticity,n,arfulness
rhyme,n,rime
rhythm,n,riff
ridiculous,adj,chucklesome
rifle,n,scratchgun
rigid,adj,stiff
rigorous,adj,thorough
rinse,vb,spule/aspule 
riot/revolt/rebellion,n,crowdburst
risk,n,gamble
risky,n,gamblesome
river,n,ea
rite,n,right
river course,n,flow
rivulet,n,brook
robbery,n,sneaky filchingviolent reaving
robin,n,redbreast
robust,adj,fit
robot,n,wileman 
rocket,n,rock
rodent,n,gnawer
roentgenium,n,röntgenshaft
role,n,playwork
rolling-paper/cigarette-paper/Rizla,vb,welt/walt 
roller skates,n,weltshoes 
rollercoaster,n,big dipper
roman,adj,romish
romance,n,love-tale
romanticism,n,lovecraftstorm-and-throng 
rooster,n,cock 
rotate,vb,spin
rotisserie,n,spit-roaster
rotund,adj,wheelshaped
round,adj,wheelshaped
route,n,pathway
router,n,networking
royal,adj,kingly
royalty,n,kingship
rubidium,n,redshaft
rude,adj,unbehaved
rule,vb,lead
rule,n,law
ruler,n,drighten
ruling,adj,leading
rumour,n,hearsay
rural,adj,outburg
Russia,n,Russland
rustic,n,backwoodsman
ruthenium,n,russhaft
rutherfordium,n,rutherfordshaft
sabotage,vb,cripple
saboteur,n,crippler
sacred,adj,holy
Sacrament,n,holy oath
sacrilege,n,unholiness
sacrilegious,adj,unholy
sacrosanct,adj,holy
sacrum,n,holybone
sadism,n,fiendishness
sadistic,adj,heartless
safe,n,strongbox
safe,adj,sound
safety,n,shelter
safe space,n,haven
sagacious,adj,insightful
saint,adj,holy
saint,n,hallow
sainthood,n,hallowdom
saliva,n,spit
salamander,n,landwater athex
salary,n,earnings
salmon,n,lax 
saltire,n,Andrew's Rood 
salutary,n,friendly
salutation,n,greeting
salvation,n,lifeline
salvo,n,unload
samarium,n,samarskyshaft
sample,vb,to have a smack of
samurai,n,-Easternwye
sanctify,vb,hallow
sanctuary,n,haven
Santa Claus,n,Father Christmas
sapient,n,much wise
sarcophagus,n,stonethroughsunkingthrough 
sasquatch,n,Bigfoot
Satanism,n,Satanlief
satchel,n,knapsack
satellite,n,moon
satiate,vb,fulfill
satisfaction,n,gladness
satisfy,vb,gladden
saturate,vb,sop
Saturday,n,Lyeday 
sauce,n,dip
sauerkraut,n,sourcole
sauna,n,steam room
sausage,n,pudding
save,vb,spare
saviour,n,sparer
savory,adj,smeckfull
Saxon,n,Saxish
Saxony,n,Saxland 
saxophone,n,saxhorn
scald,vb,forseethe
scale,vb,climb
scale,n,layout
scalpel,n,leechsax
scandium,n,shedshaft
scapegoat,n,fenman 
scaphoid bone,n,boatbone
scapula,n,shoulderbone
scar,n,blight
scarabaeus stercoreous,n,turd-weevil
scarce,adj,light
scarcity,n,lack
scarf,n,neckcloth 
scarlet,adj,bawsebrown
scatophilia,n,dritelust
scatter,vb,broadcast
scene,n,background
schizoid,adj,splitlike 
schizophrenia,n,splitmindness
scholar,n,learner
scholarship,n,knowledge
school,n,lorehall
science,n,witship
scientist,n,witshipper
scientific,adj,witshiply
scientific language,n,craftspeech 
scintillate,vb,sparkle
scissors,n,blades
scorpion,n,stingtail
scoundrel,n,makeshift
scout,n,pathfinder
scowling,adj,black-browed
screen,n,sheet
scribe,n,writer
scrotum,n,ballsack
scrutinize,vb,scrut 
scrutiny,n,shroutening 
scuba,n,siubt 
sea monster,n,merfiend
seaborgium,n,seaborgshaft
search,vb,seek
search word,n,headword
season,n,time
seat of joy,n,gleestool 
sebum,n,tallow
secede,vb,leave
secession,n,selfhhod
secessionist,n,freedomfighter
second,n,brightomwhile
second,adj,twoth
secret society,n,himebind 
secretary,n,reeve
secrete,vb,seep
sect,n,block
section,n,bit
secular,adj,worldly
secular,n,worldling
secularise/-ize,vb,formean
secure,adj,belayed
secure,vb,shield
security,n,fastness
sediment,n,dregs
seduce,vb,fortee
segment,n,lith
segregation,n,beshedding
seize,vb,hold
seizure,n,fit
select,vb,choose
selenium,n,moonshaft
self-effacement,n,self-naughting
self-esteem,n,self-worth
self-restraint,n,forhaveness 
semester,n,sixmonth
seminar,n,workshop
sempiternity,n,endlessness
semicircle,n,halfring
semisphere,n,halfball
senate,n,witenagemot
senator,n,witan
senile,adj,doddery
senior citizens,n,elderly
sensate,adj,feeling
sensation,n, feeling
sensational,adj,amazing
sense,n,feeling 
sense,vb,feel
senses,n,the five wits
sensible,vb,feelbere 
sensitive,adj,feeling
sentence,n,wordset
sentence,vb,doom
sententious,adj,pithy
sentience,n,awareness
sentient life,n,wight
sentiment,n,feeling
separate,vb,sunder
separate,adj,sundry
separation,n,splitting
September,n,Holymonth 
Septuagesima,n,Berueingtide 
sequel,n,afterfollowing
sequence,n,aftermath
sequential,adj,back-to-back
sequoia,n,ettinfirwood 
series,n,line
serious,adj,earnest
serpent,n,snake
servant,n,hine
serve,vb,help
serve a meal,vb,help
server,n,sender
serf,n,bondman
service,n,besteading
servile,adj,bowing
session,n,sitting
settlement,n,hem
several,adj,sundry
severe,adj,stern
sewer,n,drain
sex,n,hoad
sex act,n,kin-making
sexual,adj,heamedy
sexual intercourse,n,amone
sexual reproduction,n,breeding
sexy,adj,fetching
shantytown,n,tinstow
shark,n,haye
shingles,n,tetter
shoelace,n,shoestring
shoe polish,n,blacking 
shortage,n,dearth
show mercy,vb,spare
shrapnel,n,blastfall
shrine,n,weved 
siege,vb,beleaguer
Sierra Leone,n,Lein 
sign,n,token
sign,vb,blaze
signal,n,bale-fire
significant,adj,noteworthy
sign language,n,deaf talk 
silence,vb,hush
silence,n,stillness
silicon,n,flintshaft
similar,adj,alike
simile,n,likeness
simple,adj,onefold
single,adj,one 
singular,adj,onefold
singularity,n,oneness
sir,n,wie
sire,n,lord
Sirius,n,Dog Star
site,n,stead
situate,vb,lay down
situation,n,lay
size,n,greatness
skeleton,n,boneframe
slave,n,bondman
slavery,n,thraldom
smuggler,n,owler
snow globe/snowglobe,n,snowkuggle 
soccer,n,football
social media,n,fellowly means
socialism,n,thoftlief
socialist,n,thoftliever
social/societal,adj,friendly
society,n,fellowship
socket,n,outletbone
sodium,n,saltshaft
solar,adj,sun-like
solder,vb,weld
soldier,n,harman
solid,adj,hard
solstice,n,sunstead
solve,vb,answer
soporific,adj,sleep-giving
sorcerer,n,drye 
sorcery,n,witchcraft
sorrel,n,sourleaf
sound,n,reard
source,n,ordfrom
sous vide,adj,wetbaking
sovereign,adj,selfstanding 
space,n,roomastrology
spaceship,n,starship
spacious,adj,roomy
spatial,adj,roomthy
special,adj,besunder 
speciality,n,besunderhood 
species,n,lifekin
specific,adj,bestevened 
sphenoid bone,n,wedgebone
sphere,n,ball
sphincter,n,closethew/closemoussock 
sphinx,n,maidenlee 
spice,n,croud 
spine,n,backbone
spirit,n,gast
sponge,n,swamb 
sport,n,lark
squadron,n,sheltron
square,n,fourside 
squirrel,n,aquern
stable,adj,steady
stadium,n,spurd 
standard,adj,stock
stapes,n,stirrup
state,vb,utter
state,n,condition
statue,n,graft 
status,n,standing
statute,n,setness
stay,vb,belive
stellar,adj,starly
sternum,n,breastbone
stomach,n,maw
store,vb,keep
store,n,shop
story,n,tale
strange,adj,outlandish
stranger,n,fremdling
strategy,n,plot
stray,vb,wander
street,n,road
stress,n,burden
strict,adj,hash
strontium,n,strontianshaft
structure,n,makeup
student,n,learner
studio,n,worksteadmovies
sturgeon,n,stoor 
style,n,kind
stylus,n,spear
subject,n,underthrow 
submissive,adj,underwilling
submit,vb,give in
subordinate,adj,underoathed
subscribe,vb,follow
subscriber,n,follower
substance,n,stuff 
substitute,n,stand-in
substitute,vb,swap
subtitle,n,undername
subtle,adj,low-key
suburb,n,underborough 
subzero,adj,below-freezing
succeed,vb,go after
success,n,spowing
successful,adj,spowful
succumb,vb,fall to
sudden,adj,swift
suffer,vb,thole 
suffering,n,harm
suffice,vb,do
sufficiency,n,enoughness
sufficient,adj,enough
suffix,n,word tail
sugar,n,sweethurst 
sugarcane,n,sweetreed 
suggest,vb,imply
suicide,n,self-murder
sui generis,adj,one-of-a-kind
sulfur,n,brimstone
sunflower,n,sunbloom
supercalifragilisticexpialidocious,adj,overfairnessbrokenliatoneliteachworthy
supercontinent,n,overworlddeal
superhero,n,overheleth
superhuman,adj,overman
superior,adj,better
supermarket,n,overchepstow
supernatural,adj,otherwordly
supernova,n,overnew
superposition,n,overstelling
supersede,vb,take over
superstition,n,idle-belief
supervillain,n,overnithing
supervise,vb,oversee
supervisor,n,overseer
supplant,vb,take over
supplement,n,togive
supply,n,yield
supply,vb,yield
support,vb,back up
support,n,back up
suppose,vb,ween
sure,adj,wis
surface,n,overlay
surgeon,n,sawbones
surname,n,last name
surpass,vb,overtake
surprise,vb,stun
surrender,vb,yield
surround,vb,hem in
survive,vb,outlive
susceptibility,n,openness
susceptible,adj,given
suspect,vb,mistrust
suspend,vb,hang freely
suspicion,n,mistrustfulness
suspicious,adj,mistrustful
sustain,vb,underhold
suitable,adj,fit
Swabia,n,Sweaveland
Swabian,n,Sweave
swastika,n,fylfot
syllable,n,staveset
sympathy,n,sithfeeling 
synesthesia,n,linked feeling 
synonym,n,likeword
system,n,layout
tabernacle,n,tilding 
table,n,board
table cloth,n,beedcloth 
table d'hôte,n,guestgiver's beed
tacit,adj,unspoken
taciturn,adj,tight-lipped
tactics,n,how
Tagalog,n,Eafolk
Tagalog Language,n,Eafolkish Tung
Tagalog Region,n,Eafolkish Landship
tailor,n,needle-worker
tailor,vb,fit
talkative,adj,talksome
talus bone,n,anklebone
tanner,n,barker
tank,n,pond
tantalum,n,whetshaft
tantrum,n,fit
tardigrade,n,waterbear
target,n,goal
task,n,chore
taste,vb,smack
tasteless,adj,smackless 
tautology,n,word-sameness 
tattoo,n,hidemark
tavern,n,alehouse
tax,n,geld
taxation,n,tithing
taxidermy,n,stuffing
taxman,n,toller
taxonomy,n,stightlore
tea,n,leafooze
technetium,n,craftshaft
technical,adj,craftly 
technical language,n,craftspeech 
technically,adj,lorewise
technology,n,sarecraft
tedious,adj,dreary
telegram,n,wire-spell 
telegraph,n,spell-wire 
telepathy,n,mindreading
telephone,n,farspeaker
teleporter,n,farferrier
telescope,n,spirglass
television,n,farseer
televisual,adj,sightcast
tellurium,n,earthshaft
temperament,n,lund 
temperate,adj,mild
temperate zone,n,mildstrip
temperature,n,heat
tempest,n,storm
tempestuous,adj,blood-and-guts
template,n,forelay 
temple,n,bedehouse
temporal,adj,timewise
temporal,adj,earthborn
temporal bone,n,tendingbone
temporary,adj,flash
tempt,vb,whet
temptation,n,itch
tenacious,adj,dogged
tend,vb,tilt towards
tender,adj,nesh
tendon,n,sinew
tenebrous,adj,dark
tennessine,n,tennesseeshaft
tense,n,tide
tense,adj,edgy
tensor,n,stretcher
tent,n,tilt
tentacle,n,feeler
tepid,adj,halfhearted
terbium,n,upplandshaft
terracota,n,bakedearth 
terrain,n,landscape
term,n,name
terminal,adj,rearmost
terminal,n,ending
terminate,vb,end 
terminology,n,wording 
terminus,n,end
termite,n,white ant
terrestrial,adj,ground-dwelling
terrible,adj,dreadful
terrific,adj,awesome
terrify,vb,fright
terrifying,adj,eldritch
territory,n,land
terror,n,hang-up
terrorism,n,awewhelming
terrorist,n,fearstriker
testator,n,willwriter
testicle,n,bollock
testimony,n,witness
text,n,queath 
textbook,n,handbook
textile,n,thrum
texture,n,mouthfeel
thallium,n,twigshaft
thatched,adj,thatchen 
theatre,n,playhouse
theme,n,feel
theology,n,godlore
theory,n,thought
therapy,n,behandling 
thermodynamic,adj,warmthworkly
thermodynamics,n,warmthworks
thermology,n,warmthlore
thermometer,n,warmthmeter 
thermonuclear,adj,warmthkernly
thermostat,n,warmthteller
thesaurus,n,begripwordbook
thorium,n,thundershaft
throne,n,seat
thug,n,outlaw
thulium,n,thileshaft
tibia,n,shank-bone
tiger,n,stripecat
time of tribulation,n,woe
timid,adj,shy
tint,n,blee
titanium,n,ettinshaft
title,n,name
tmesis,n,umgrave
TNT,n,boomkeg
toast,vb,thanksgiving
toast,n,roastbread 
tobacco,n,smokeleaf
toboggan,n,slide
toilet,n,bathroom
tolerate,vb,thole
tomato,n,loveapple
tomb,n,grave
topaz,n,basestone 
topic,n,underthrow 
topography,n,landscape
torch,n,flashlight
torch,vb,fire
tornado,n,whirlwind
torpedo,n,tin fish 
torso,n,upperbody
tortoise,n,landburdling 
torture,vb,bedevil
total,adj,utter
totem,n,hallmark
toucan,n,peppereater 
touch,vb,handle
tour,n,sightseeing
tour,vb,sightsee
tourist,n,sightseer
towel,n,cloth
tower,n,keep
tower,vb,outwax
toxoplasmosis,n,bowmolden sickness
trachea,n,windpipe
track,n,path
tractor,n,tug
trade union,n,workship 
tradition,n,trend
traditional,adj,old-line
traffic,n,wains
tragedy,n,ill
tragic,adj,heartbreaking
trailblazing,adj,groundbreaking
train,n,tugwain
trainer,n,outbilder 
trait,n,tie
traitor,n,backstabber
transcend,vb,oversty
transcribe,vb,downwrite
transfer,vb,send
transform,vb,shapeshift
transgress,vb,overbreach 
transhuman,n,yondwere
transhumanism,n,yondweredom
transition,n,shift
transitional,adj,wendingly
transitive,adj,overfaresome 
transitory,adj,fleeting
translate,vb,put into 
translation,n,oversetting
transliminal,adj,mirethwarsing
transliteratetion,n,umwriting 
translucent,adj,thurghbright
transmit,vb,spread
transmission,n,broadcast
transparency,n,see-throughness
transparent,adj,sheer
transpire,vb, sweat
transport,vb,ferry 
transsexual,adj,yondkind
transsubstantiate,vb,yondwhat
transubstantiation,n,wistforwandering 
transvestite,n,thwart-dresser
trampoline,n,spring-sheet
trapezium/trapezoid,n,boardshape
trauma,n,wound
travel,vb,fare 
traveller,n,wayfarer 
traverse,vb,tread
treachery,n,swick 
treason,n,forrede 
treasure,n,hoard
treasury,n,gavelgild 
treat,vb,behandle
treatise,n,offhandling 
treatment,n,behandling
treaty,n,truce
trebuchet,n,slaught stonehauleroverbouke/overbouk 
tremble,vb,bever
tremor,n,quake
trench,n,ditch
trespass,vb,overstep
trespasser,n,guilt-doer
triangle,n,wedge
tribal leader,n,kinelder
tribe,n,kindred
tribulation,n,woe
tribunal,n,deemstool 
tribute,n,gavel 
tributary,n,brook
triceratops,n,threehornanleth 
trichology,n,hairlore
tricycle,n,threewheeler
trick,n,wile
trigonometry,n,threenooklore
trilobite,n,thrilapthreeleaf bug
trilogy,n,thrilock 
Trinidad and Tobago,n,Threefold and Smokeleaf
trinity,n,threeness 
tripartite,adj,threefold
triple,n,threesome
triplet,n,threeling
triquetal bone,n,threenookbone
tristful,adj,sad
triumph,n,win
triumvirate,n,thriwered 
trivial,adj,paltry
tropical zone,n,wendring strip
troublesome,adj,woeful
truck,n,lorry
truncheon,n,cudgel
trunk,n,body
trunk,n,slurf 
try,vb,mint
tsunami,n,andwave
tuba,n,basshorn
tube,n,straw
tubule,n,awl
tuition,n,teaching geld
tulip,n,houvebloom
tumor,n,amper 
tundra,n,northgrass
tungsten,n,wolfraven
tunic,n,chesthelm
tunnel,n,burrow
turban,n,houve
turbid,adj,cloudy
turn,vb,wend
turn,n,my turn
turn against,vb,gainsay
turn into,vb,become
turn off,vb,switch off
turn off,vb,switch on
turn out,vb,crop up
turning point,n,watershed
turret,n,small keep
turtle,n,shell-paddock 
tutelage,n,reding
tutor,n,teacher
tutu,n,bumbum 
tweezers,n,nippers
tycoon,n,greatsman 
type,n,kind 
type,vb,peck
typewriter,n,writsare 
typhus,n,lent-addle 
typify,vb,kinden
typical,adj,everyday
typographer,n,outlayer
Tyrannosaurus rex,n,king tharlathex 
tyranny,n,tharlreding
tyrant,n,tharlreder 
tyre,n,shoe
ubiquitous,adj,everywhere
ubiquity,n,everywhereness
Ukraine,n,Borderland
Unidentified Flying Object,n,Unmarked Flying Onget
ulcer,n,bile 
ulna,n,ell
ulterior,adj,later
ultimate,adj,last
umbrella,n,rainshade
unabated,adj,unlessened 
unanimous,adj,kindred
unanticipated,adj,unforeseen
unassailable,adj,hallowed
unbalanced,adj,barmy
uncelebrated,adj,nameless
uncertain,adj,flickery
uncertainty,n,mistrustfulness
uncle,n,eme
unconscious,adj,cold
unctuous,adj,smarmy
undercurrent,n,undertow
underdeveloped,adj,underbuilt
undermine,vb,hinder
undistinguished,adj,unknown
undress,vb,strip
undulating,adj,wavering
uneasy,adj,restless
unedifying,adj,unwholesome
uneducated,adj,unread
unemployed,adj,jobless
unexpected,adj,unforeseen
unfamiliar,adj,unheard of
unfavourable,adj,unfriendly
unfortunate,adj,hapless
unhabited,adj,undwelled
unharness,vb,outspan
unicorn,n,onehorn 
uniform,n,clothing
uniformity,n,evenness
unintelligent,adj,bonehead
uninteresting,adj,leaden
union,n,fay
unionism,n,thedehood
unique,adj,one-off
unit,n,fach 
unite,vb,knit
united,adj,knitted
United States of America,n,Oned Riches Of America
unity,n,oneness 
universal,adj,broad-brush
universality,n,allness
universe,n,world
university,n,lorestead 
unjustified,adj,unshown
unleash,vb,loosen
unlimited,adj,unbounded 
unmaintained,adj,unkempt
unmanageable,adj,headstrong
unnecessary,adj,needless
unnerve,vb,unsettle
unoccupied,adj,empty
update,n,anwardening
update,vb,anwarden 
unpleasant,adj,bad
unpopular,adj,unfolkly
unproductive,adj,bony
unprofitable,adj,barren
unprogressive,adj,hidebound
unreservedly,adj,wholeheartedly
unresponsive,adj,sloom 
unrestrained,adj,loose
unrevealed,adj,untold
unsuccessful,adj,unspeedful
unsuitable,adj,unbefitting
unsympathetic,adj,slash-and-burn
unusual,adj,funny
unveil,vb,bare
uranium,n,brimshaft
urban,adj,townish
urbanite,n,townsman
urbanization,n,betowning
urbanize,vb,betown
urinate,vb,migh
urination,n,mighing
urine,n,mighth
urologist,n,mighthleech
ursa major,n,The Plough
use,n,note
use,vb,brook
used to,adj,wonted to
used to,vb,formerly
useful,adj,handy
useless,adj,idle
usual,adj,household
usurer,n,loan shark
usury,n,wooker 
utensil,n,tool
uterus,n,womb
utopia,n,neverland
utopian,adj,blissful
uxorious,adj,wifefondly
vacancy,n,black hole
vacant,adj,bare
vacate,vb,empty
vacation,n,break
vaccine,n,booster
vacuity,n,black hole
vacuum,n,tow
vacuum cleaner,n,sweeper
vaettir,n,wight
vagabond,n,waybound
vagrancy,n,eardless wandering
vagrant,n,drifter
vague,adj,fuzzy
vagina,n,cunt 
vain,adj, cocky
valediction,n,goodbye
valerian,n,all-heal
valet,n,theen
valiant,adj,bold
valid,adj,sound
valkyrie,n,walcury
valley,n,dale
valorous,adj,ellenful
valour,n,ellen
value,n,worth
value,vb,worthen
vampire,n,bloodsucker
vanadium,n,fryshaft 
vanguard,n,andward 
Vánir,n,sea gods
vanish,vb,fade
vanity,n,pride
vanquish,vb,beat
vapour,n,mist
variant,n,offshoot
variation,n,sundriness
variegated,adj,rainbow
variety,n,kind
various,adj,many
vas deferens,n,seedladder 
vassal,n,feeman
vast,adj,wide
vault of heaven,n,rother 
Vé,n,holy
veal,n,calf
vector,n,wayload
veer,vb,swerve
veil,n,wimple
vegetable,n,green
vegetarian,n,greenseater
vehicle,n,wain
vein,n,edder 
velcro,n,graspcloth
velociraptor,n,quickreacker
vendor,n,seller
venesection,n,bloodletting
venison,n,hartflesh
vent,n,hole
venturesome,adj,daring
venue,n,stead
veracious,adj,true
verb,n,doing-word
verbal,adj,wordy
verbatim,adj,word-for-word
verbose,adj,long-winded
verbosity,n,wordiness
verdant,adj,green
verge,n,brink
verify,vb,find out
verity,n,truth
vernacular,n,unbookish
vernal,adj,spring
verse,n,fit
version,n,reading
vertebra,n,backbone
vertical,adj,standing
vertigo,n,swindlehood 
veruca,n,wart
vervain,n,ash-throat 
vesica,n,bladder
vespertilines,n,bat
vessel,n,vat
vest,n,British
vestibule,n,cavortown
veterinarian,n,deerleech
vex,vb,nettle
vexation,n,feaze
vibrate,vb,shiver
vicar,n,elder
vicarious,adj,instead
vicepresident,n,underforesitter
viceroy,n,underking 
vicinity,n,nearness
vicious,adj,wicked
vicissitude,n,ups and downs
victim,n,tiber 
victor,n,winner
victory,n,win
video,n,film
video CD,n,show-dish
video game,n,reckoner-game
Vietnam,n,Vietland
Vietnamese,adj,Vietish
view,n,outlook
view,vb,look
viewer,n,onlooker
vigil,n,wakefulness
vigilance,n,heedness
vigilant,adj,eye-bright
vigilante,n,watchman
vigour,n,liveliness
vigorous,adj,hearty
vile,adj,evil
Vili,n,ghost brother
village,n,thorp
villain,n,wretch
vine,n,droovebeam 
vinegar,n,atched 
violate,vb,breach
violence,n,foul playbloodshed
violent,adj,blood-soaked
violet,adj,tever 
violin,n,fiddle
violoncello,n,knee fiddle
virgin,n,maiden
virginity,n,maidenhood
Virtual Reality,n,Aped Warehood 
virtue,n,worth
virtuous,adj,right-minded
virus,n,smitter 
visage,n,blee
viscosity,n,thickflowingness
viscous,adj,thickflowing 
viscum,n,mistletoe
visible,adj,seen
vision,n,sight
visionary,adj,farsighted
visit,vb,call upon
visit,n,fandlebeseeking 
visitor,n,caller
vital,adj,flush
vitality,n,liveliness
vitamin,n,lifeshaft 
vocabulary,n,word-hoard
vocal,adj,loud
vociferous,adj,outspoken
vodka,n,Russlandish lifewater
voice,n,steven
voiced,adj,soft
voiceless,adj,hard
volcano,n,firebarrow
völkisch,adj,folkish 
volleyball,n,flightball 
volume,n,book
voluntary,adj,willing
volunteer,n,freewill worker
vomer,n,ploughshare bone
vomit,vb,spew
vomit,n,spew
vowel,n,clipple 
vulgar,adj,low
vulnerable,adj,helpless
vulpine,adj,foxlike
vulture,n,geir 
wallpaper,n,wallleaf
walrus,n,sea horse
wapiti,n,lesser
War Minister,n,wyeambighter
warrior,n,fighter
waste,vb,blow
waste,n,chaff
waste,adj,bony
wasteland,n,barren
watch cap,n,beanie
watermelon,n,waterrindberry
waive,vb,yield
website,n,webside
webcam,n,webfanger 
whiskey,n,jack
window,n,eyetril
winter,phr,snake's woe
woodpecker,n,hickle 
word salad,n,word addle
wreckage,n,loss
x-ray,n,Roentgen wave
xanthous,adj,yellowbrown
xenon,n,walshaft
xenophilia,n,ellendlove
xenophobia,n,ellendfear
xerophilia,n,droughtlove
xerophobia,n,droughtfear
xerox,n,drywrit
xiphoid,adj,sword shapen
xyloid,adj,woodlike
xylology,n,woodlore
xylophone,n,highboards
xyster,n,bone scraper
yahoo,n,dimwit
Yahweh,n,God
yak,n,shaggy-ox
yam,n,sweet potato
yeti,n,snowman
Yggdrasil,n,Eytreesile 
yogurt,n,milkbrew 
York,n,Everwick
Yorkshire,n,Everwickshire
yo-yo,n,reelstringer
ytterbium,n,outerbyshaft
yttrium,n,vaxholmshaft
Yugoslavia,n,Southslavland
zabaglione,n,winefoam
zany,adj,brainless
zeal,n,keenness
zealot,n,diehard
zealotry,n,blind aforhighlust
zealous,adj,keen
zeitgeist,n,timeghost
zenith,n,high noon
zephyr,n,westwind
zeppelin,n,loftship 
zero,n,naught 
zeroth,adj,noughth
zest,n,nip
zig-zag,vb/n/adj,stepside
zinc,n,tineshaft
zirconium,n,goldock
zodiac,n,girdle
zombie,n,undead
zone,n,belt
zoo,n,deerfold
zoologist,n,deerwit
zoology,n,deerlore
zucchini,n,summer marrow
zygomatic bone,n,cheekbone
zymolysis,n,yeasting
